STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2017,,38.4,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2018,,39.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2019,,39.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2020,,40.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2021,,40.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2022,,42.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2023,,42.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2024,,47.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2010,,51.4,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2011,,49.5,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2012,,51.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2013,,51.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2014,,50.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2015,,47.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2016,,46.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2017,,44.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2018,,44.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2019,,38.4,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2020,,45.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2021,,47.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2022,,50.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2023,,45.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BG,Bulgaria,2024,,46.0,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2010,,53.2,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2011,,46.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2012,,50.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2013,,51.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2014,,51.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2015,,48.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2016,,48.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2017,,44.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2018,,46.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2019,,46.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2020,,43.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2021,,44.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2022,,40.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2023,,36.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CH,Switzerland,2024,,35.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2010,,37.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2011,,39.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2012,,34.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2013,,40.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2014,,39.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2015,,37.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2016,,40.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2017,,35.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2018,,36.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2019,,41.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2020,,40.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2021,,38.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2022,,37.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2023,,35.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CY,Cyprus,2024,,36.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CZ,Czechia,2010,,72.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CZ,Czechia,2011,,73.5,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CZ,Czechia,2012,,69.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CZ,Czechia,2013,,72.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CZ,Czechia,2014,,72.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CZ,Czechia,2015,,68.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CZ,Czechia,2016,,62.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CZ,Czechia,2017,,65.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,CZ,Czechia,2018,,66.3,,,,,
